取引先ID(必須),取引先名(必須),住所,電話番号,業種,設立年,URL,資本金,従業員数,決算月,顧客区分（管理番号:19103）,商流（管理番号:19122）,販売店名（管理番号:19121）,担当営業（管理番号:19104）,担当営業（管理番号:19113）,エリア（管理番号:19114）,MA部支援担当（管理番号:19258）,MA部推進希望（管理番号:19116）,接点（管理番号:19117）,保有設備（管理番号:19118）,最新評点（管理番号:19119）,前回評点（管理番号:19120）,保有設備（機種）（管理番号:19174）,現設備の導入年月（管理番号:19175）,主なクライアント（管理番号:19176）,FY24請求金額PP＆Label（円）（管理番号:19177）,FY24全社損益PP＆Label（円）（管理番号:19178）,DV伸長率　対FY23（管理番号:19179）,過年度MIF台数（管理番号:19180）,競合情報／他社機（管理番号:19181）,今後の印刷物注力状況（管理番号:19182）,今後の印刷物注力状況の詳細（管理番号:19183）,オフセットとオンデマンドの比率（管理番号:19184）,メインの印刷物（管理番号:19185）,他社との差別化ポイント（管理番号:19186）,印刷における課題（管理番号:19187）,印刷以外で実施しているビジネス（管理番号:19188）,印刷とその他ビジネスのシナジーは生み出せているか（管理番号:19189）,ビジネスシナジーの詳細（管理番号:19190）,どんな会社になりたいと考えているか（管理番号:19191）
12926999,株式会社日進堂印刷所,福島県福島市庄野字柿場１－１,024-594-2211,,,https://www.nisshindo.jp/outline.html,60000000,155,,X1,,コニカミノルタNC,赤木　浩,anna.shirai@konicaminolta.com,東日本営業部,権田,,,,,,,,,,,,,,,,,,,,,,,
12926897,株式会社日興商会,兵庫県尼崎市東難波町５－１０－３０,06-6487-1411,,1946,https://nikko.bunguclub.co.jp/outline/?no=tab2,300000000,550,,X1,,,服部　晃宏,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926744,株式会社日本カラープロセス,東京都墨田区八広６－２９－１３,03-3618-4556,印刷業,1971,https://www.nihon-color.co.jp/about/profile/,30000000,60,,X2,,ウエノ,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926820,株式会社日刊スポーツＰＲＥＳＳ,東京都中央区築地３－５－１０,03-5550-8200,,1952,https://www.nikkansp.co.jp/company/profile.html,100000000,321,,X1,,SHITARA,川原　俊康,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926737,株式会社新藤慶昌堂,東京都江戸川区松江７－６－１８,03-5656-7940,,,https://www.shindo.co.jp/about/,15000000,151,,X2,,小森コーポレーション,田上　直樹,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926650,株式会社新生社印刷,,,,,,,,,X2,,,小林　洋介,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12927002,株式会社文星閣,東京都大田区昭和島１－５－３２,03-3763-8370,,,https://www.bunseikaku.co.jp/about-us/,72000000,98,,X1,,,湯山　貴文,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926981,株式会社技秀堂,東京都荒川区西日暮里２－３６－１５,03-3803-8511,,1955,http://www.gishudo.co.jp/company/outline.html,20000000,75,,X1,,,田上　直樹,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926984,株式会社恵和ビジネス,,,,,,,,,X1,,,木村　智弘,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12926813,株式会社広英社印刷,埼玉県川口市江戸１－１２－１,048-286-2431,,,https://www.koeisha-net.co.jp/company/insatu/,10000000,70,,X1,,小森コーポレーション,田上　直樹,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926733,株式会社広済堂ネクスト,東京都港区芝浦１－２－３シーバンスＳ館１３Ｆ,03-3453-0556,,2021,https://www.kosaido-next.co.jp/outline/,100000000,422,,X2,直販,,森　慎也,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,IS29,,,,,,,,,,,,,,,,,,,,
12926747,株式会社平賀,東京都練馬区豊玉北３－２０－２,03-3991-4541,印刷業,1956,https://www.pp-hiraga.co.jp/,434319000,298,3,X2,,小森コーポレーション,田上　直樹,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12927003,株式会社平河工業社,東京都新宿区新小川町３－９,03-3269-4111,,1953,https://www.hirakawa-kogyosha.co.jp/company,293750000,150,,X1,,小森コーポレーション,権田　陽一郎,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926745,株式会社帆風,東京都新宿区下宮比町２－２９,03-5229-8200,,1980,https://www.vanfu.co.jp/vf/corporate/profile.html,100000000,450,,X2,直販,,,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926838,株式会社山越,,,,,,,,,X1,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926735,株式会社山櫻,東京都中央区新富２－４－７,03-5543-6311,,1948,http://www.yamazakura.co.jp/,80000000,505,,X2,直販,,,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926686,株式会社小松総合印刷,,,,,,,,,X2,,,篭橋　宏憲,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926689,株式会社富山フォーム印刷,,,,,,,,,X2,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926930,株式会社富士印刷,富山県富山市神通本町２－１－１５,076-432-2434,,,,10000000,15,,X1,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926738,株式会社太陽堂印刷所,千葉県千葉市中央区末広１－４－２７,043-222-1121,,1948,https://www.taiyodoprinting.co.jp/company/company-profile/,80000000,39,,X2,,ムサシ,市田　貴紀,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926996,株式会社太洋社印刷所,埼玉県大里郡寄居町寄居１０６９,048-581-0022,,1925,https://www.taiyosha-insatsu.co.jp/company/,24000000,192,,X1,,,,anna.shirai@konicaminolta.com,東日本営業部,権田,,,,,,,,,,,,,,,,,,,,,,,
12926653,株式会社天理時報社,,,,,,,,,X2,,モトヤ,辻本　竜也,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926929,株式会社大西印刷,,,,,,,,,X1,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926739,株式会社大東,千葉県松戸市千駄堀１７９６－２,047-347-1513,,,https://daito-pr.co.jp/company/outline/,20000000,59,,X2,,モトヤ,湯山　貴文,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926628,株式会社大幸,,,,,,,,,X2,,,篭橋　宏憲,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926652,株式会社大宣システムサービス,大阪府大阪市中央区博労町３－６－１御堂筋ＳＧビル９Ｆ,06-6241-7741,,,https://www.daisen-s-s.co.jp/outline/,20000000,61,,X2,,,山本　壮二郎,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,52点,52点,,,,,,,,,,,,,,,,,,
12926685,株式会社国府印刷社,,,,,,,,,X2,販売店,シンクグロー,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,白井,希望,,"C1070
PRESS1250
PRESS6120
C4080×２
in2site BtoC版
AccurioShine×２",,,,,豪華客船,,,,,,印刷に注力したい,"直近３年は印刷を注力していきたい。
推し活関係の仕事を増やしていきたい。
ピッキングの仕事も積極的に受注できないかと考えている。
３年後のビジネスはフランチャイズでも良いし、人通りが多い場所に店舗を構えられそうであるためこの人通りの多さを活用してかビジネスになれれば。有定社長のお兄さんのビジネスである越前和紙も事業も手伝っていきたい","オフセット９割
オンデマンド１割の売上比率",,驚きと感動を提供できるようなアイディア、デザイン力。,価格競争に巻き込まれている,,,,"注目される会社にはなりたい。印刷業においては難しいと考えている。あえてメディアに取り上げてもらえるような（地域貢献、寄付）ことはしていきたい。
最近は展示会に出ているため、地元に目を向けられていないため、物産展なども参加して地域に根付いた商材を出してみようと思っている。"
12926749,株式会社友功社,東京都練馬区谷原３－２４－１,03-3996-5333,,,http://www.yukousha.com/company/outline.html,10000000,107,,X2,,,萬寿　正裕,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12927000,株式会社博進堂,,,,,,,,,X1,,,川原　俊康,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926994,株式会社千修,東京都千代田区九段北４－２－４,03-3261-8411,,,https://www.senshu-g.co.jp/,90000000,140,,X1,,,牧野　稜平,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926995,株式会社千代田グラビヤ,東京都品川区大崎１－１８－１６千代田グラビヤ本館,03-3492-5311,,1948,https://www.chiyogra.co.jp/company/profile,100000000,382,,X1,,,内藤　洋介,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926932,株式会社北陸サンライズ,,,,,,,,,X1,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926822,株式会社北都,,,,,,,,,X1,,,川原　俊康,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926898,株式会社北星社,兵庫県豊岡市上佐野１６２０,0796-22-4141,,1953,https://www.robo.co.jp/about-us/data/,20000000,213,,X1,,,服部　晃宏,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926748,株式会社北斗社,東京都文京区大塚３－３８－１０,03-3944-3000,,1949,https://www.hoku.co.jp/corporate/,20000000,65,,X2,直販,,森　慎也,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926730,株式会社加藤文明社,東京都千代田区神田三崎町２－１５－６Ｋ－ＳＴＡＧＥ,03-3261-8520,,1914,https://www.bunmeisha.co.jp/company#overview,50000000,160,,X2,,ソオエイor誠伸,内藤　洋介,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926895,株式会社創舎,,,,,,,,,X1,,,橋本　貴弘,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926893,株式会社写真化学,京都府京都市中京区烏丸通二条下ル秋野々町５１８前田エスエヌビル４Ｆ,075-254-7724,,1934,https://www.shashin-kagaku.co.jp/profile.html,498000000,223,,X1,,,上原　元二,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926982,株式会社共進ペイパー＆パッケージ,兵庫県神戸市中央区元町通６－１－６,078-341-1741,,1961,https://www.kyoshin-pk.co.jp/overview/index.html,450000000,231,,X1,,,内藤　洋介,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926927,株式会社共立アイコム,静岡県藤枝市高柳１－１７－２３,054-635-4651,,,https://www.kpnet.co.jp/,50000000,96,,X1,,,平野　圭祐,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,"電通のようになっていきたい。国会で話したものは市に落ちていく。
国会で話したものをあらかじめ想定してスキームを作れるような動きをしていきたい。"
12926731,株式会社共栄メディア,東京都新宿区改代町１６共栄本社ビル,03-3267-6068,,,,20000000,90,,X2,,ソオエイ,内藤　洋介,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926688,株式会社八幡ねじ,愛知県北名古屋市山之腰天神東１８,0568-22-2629,,1953,https://yht.co.jp/company/,20000000,260,,X2,,,篭橋　宏憲,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12927001,株式会社八光社,東京都板橋区中丸町４３－８,03-3973-7531,,,http://www.hakko-sha.co.jp/company.html,30000000,46,,X1,,誠伸商事,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
13001423,株式会社光陽社,東京都 文京区 湯島2-16-16ヒラヤマビルディング,03-5615-9061,印刷業,1949,https://www.koyosha-inc.co.jp/index.html,100000000,192,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12926732,株式会社光陽メディア,東京都新宿区築地町８,03-3260-4530,,,https://koyo-net.co.jp/company/overview.html,100000000,105,,X2,,モトヤ,湯山　貴文,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926985,株式会社光邦,東京都板橋区東山町５２－１８,03-3974-3044,,,,10000000,,,X1,,,内藤　洋介,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
13044805,株式会社倉業サービス,埼玉県 入間郡 三芳町藤久保932-1,,,,http://www.sougyo.co.jp/about/company.html,,,,,直販,,,yoichiro.gonda@konicaminolta.com,東日本営業部,権田,希望,強い,,,,,,,,,,,,,,,,,,,,,
12926894,株式会社伸和,福岡県福岡市東区社領２－７－４,092-621-7131,,1971,https://printing-shinwa.co.jp/about,16000000,110,,X1,,,水田　仁,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926853,株式会社伊予マーク,,,,,,,,,X1,,,岩谷　雄司,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926648,株式会社京都新聞印刷,京都府京都市中京区烏丸通夷川北入ル少将井町２３９,075-241-5982,,,,10000000,58,,X2,,サカタインクス,西浦　公郎,anna.shirai@konicaminolta.com,西日本営業部,清野,不要,,,52点,54点,,,,,,,,,,,,,,,,,,
12926810,株式会社井上総合印刷,,,,,,,,,X1,,,野村　志雄,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926854,株式会社丸加,,,,,,,,,X1,,,前　宏夫,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926687,株式会社中川印刷,,,,,,,,,X2,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,不要,,,,,,,,,,,,,,,,,,,,,,
12926896,株式会社中島弘文堂印刷所,大阪府大阪市東成区深江南２－６－８,06-6976-8761,,,http://www.n-kobundo.co.jp/company/,20000000,84,,X1,,,山本　壮二郎,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926819,株式会社中央製版,,,,,,,,,X1,,ヤマトヤ,川原　俊康,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926746,株式会社不二レーベル,埼玉県所沢市林１－３３１－８,04-2938-7690,,,https://www.fuji-label.co.jp/company/index.html,92000000,149,,X2,直販,,牧野　稜平,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926812,株式会社下野新聞印刷センター,,,,,,,,,X1,,新星コーポレーション,野村　志雄,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926736,株式会社上野印刷所,東京都江東区亀戸５－４２－１５,03-3636-6311,,1952,https://www.ueno-p.co.jp/gai.html,30000000,34,,X2,,モトヤ,湯山　貴文,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926815,株式会社三進社,東京都品川区西五反田４－２８－１３,03-3495-5556,,1977,https://www.sanshin-sya.co.jp/company/,10000000,94,,X1,,SHITARA,湯山　貴文,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926814,株式会社三祥印刷,東京都荒川区荒川５－３１－８,03-3810-1821,,,,40000000,78,,X1,,モトヤ,田上　直樹,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926980,株式会社ワコー,東京都千代田区飯田橋３－１１－７,03-3230-2511,,1959,https://waco.tokyo/company/,80000000,133,,X1,,モリサワ/小森,湯山　貴文,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926726,株式会社リーブルテック,東京都北区堀船１－２８－１,03-3927-6411,,1909,https://www.livretech.co.jp/company.html,50000000,376,,X2,直販,,,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926979,株式会社ラベルジャパン,東京都荒川区荒川８－５－１４,03-3803-8741,,,http://www.label-japan.co.jp/company.html,19000000,47,,X1,,モトヤ,牧野　稜平,anna.shirai@konicaminolta.com,東日本営業部,大脇,不要,,,,,,,,,,,,,,,,,,,,,,
12926725,株式会社ラクスルファクトリー,東京都江東区枝川１－１０－２４,,,,,1000000,51,,X2,,モリサワ,森　慎也,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926978,株式会社ヨシダ,埼玉県さいたま市北区吉野町１－４６－１,048-662-7671,,1977,http://yoshida-ms.jp/company/outline.html,10000000,118,,X1,,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926809,株式会社ユー・コーポレーション,,,,,,,,,X1,,,野村　志雄,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926724,株式会社ユーメディア,,,,,,,,,X2,,,赤木　浩,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12926892,株式会社ユニックス,,,,,,,,,X1,,,橋本　貴弘,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926723,株式会社メイワパックス,大阪府柏原市円明町８８８－１,050-3821-6845,,1966,http://www.meiwa.mpx-group.jp/company/outline.html,350000000,803,,X2,,山櫻,,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926977,株式会社ムラカミ,東京都墨田区横川５－３－１０,03-3625-8201,,1965,https://www.murakami.co.jp/company/overview/,100000000,110,,X1,,,,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12926647,株式会社ミヤギパッケージ,,,,,,,,,X2,,,和田　剛史,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926976,株式会社ミニカラー,東京都千代田区神田佐久間町３－２３スタウトビル５Ｆ,03-3862-0626,,1980,https://www.minicolor.co.jp/profile/,25000000,80,,X1,,,内藤　洋介,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926722,株式会社マヒト,埼玉県春日部市米島１１８６－１５１,050-2018-7598,,2010,https://mahito.co.jp/company/,18000000,37,,X2,,,秋満　洋平,anna.shirai@konicaminolta.com,東日本営業部,白井,不要,,,,,,,,,,,,,,,,,,,,,,
12926852,株式会社マツモト,福岡県北九州市門司区社ノ木１－２－１,093-371-0298,写真業,1932,https://www.matsumoto-inc.co.jp/company_profile.html,100000000,181,4,X1,,,和田　剛史,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926975,株式会社ボンマーク,東京都目黒区上目黒３－２－３りそな目黒ビル４Ｆ,03-3719-2321,,,http://www.bon-mark.com/company.html,10000000,92,,X1,,立商,,anna.shirai@konicaminolta.com,東日本営業部,権田,,,,,,,,,,,,,,,,,,,,,,,
12926974,株式会社ホワイトカンパニー,,,,,,,,,X1,,,木村　智弘,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12971243,株式会社ホクシン,神奈川県 川崎市 中原区 木月住吉町22-3,044-433-3251,,,http://www.hok.co.jp/guide.shtml,10000000,,,,直販,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12926634,株式会社プロセスセンター,,,,,,,,,X2,,,平野　圭祐,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926890,株式会社プレミアム,,,,,,,,,X1,,,岩谷　雄司,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926839,株式会社プレストーク,〒460-0008 愛知県名古屋市中区栄2丁目2番17号 名古屋情報センタービル1階　　,052-232-2358,,,,,,,X1,販売店,モリサワ,杉山　博紀,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,"FFBI,CANON機",,,,,店頭販売,,,,,,,,,カラー商業印刷,,人材不足,特になし。,,,
12926646,株式会社プリントパック,京都府向日市森本町野田３－１,075-757-6700,,,http://www.printpac.co.jp/contents/corpinfo.html,98000000,350,,X2,直販,,上原　元二,anna.shirai@konicaminolta.com,西日本営業部,芝川,不要,,,59点,56点,,,,,,,,,,,,,,,,,,
12926721,株式会社プリントハウス,,,,,,,,,X2,,光文堂,萬寿　正裕,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12926973,株式会社プリプレス・センター,,,,,,,,,X1,,,木村　智弘,anna.shirai@konicaminolta.com,東日本営業部,大脇,,,,,,,,,,,,,,,,,,,,,,,
12926850,株式会社プライム・ハラ,,,,,,,,,X1,,,岩谷　雄司,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926891,株式会社ブンカ,大阪府大阪市城東区古市１－１５－８,06-6934-8889,,1948,https://e-bunka.biz/company/outline/,10000000,87,,X1,,,山本　壮二郎,anna.shirai@konicaminolta.com,西日本営業部,芝川,希望,,,,,,,,,,,,,,,,,,,,,,
12926851,株式会社ブロス,,,,,,,,,X1,,,前　宏夫,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,,,,,,,,,,,,,,,,,,,,
12926645,株式会社フジプラス,大阪府大阪市北区南森町１－２－２８,06-6312-0333,,,https://fujiplus.jp,89000000,152,,X2,,,山本　壮二郎,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,57点,53点,,,,,,,,,,,,,,,,,,
12926720,株式会社フォーワテック・ジャパン,,,,,,,,,X2,直販,,川原　俊康,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926631,株式会社ピアリー,,,,,,,,,X2,,,杉山　博紀,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926971,株式会社ビー・シー・シー,東京都港区浜松町２－４－１世界貿易センタービル南館５Ｆ,03-3435-5487,,1969,https://www.bccweb.co.jp/description/index.html,17250000,23,,X1,,MBS（ムサシ）,野津　太郎,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926972,株式会社ビジネス・インフオメイシヨン・トレイデイング,東京都新宿区新宿５－１１－２２中島ビル４Ｆ,03-3352-7338,,2020,https://brr.co.jp/,10000000,57,,X1,,光文堂・フカミヤ,川原　俊康,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926926,株式会社ニッポー,富山県富山市上冨居１－３－１５,076-471-6300,,,http://www.p-nippo.jp/company/,48000000,91,,X1,,,山田　洋平,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12968657,株式会社ニシカワ印刷,埼玉県 狭山市 笹井671-1,04-2908-2400,,,https://www.nishikawa-gr.com/nishikawa_printing/profile/,350000,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12926967,株式会社トーツヤ・エコー,埼玉県戸田市笹目北町１３－２,048-421-2256,,1987,https://www.totsuya-echo.jp/company/profile.html,95000000,108,,X1,,,野津　太郎,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926966,株式会社トーエイ,東京都豊島区南池袋２－４５－４としまエコミューゼタウン２Ｆ,03-3983-6151,,1962,https://www.toei2000.co.jp/about/company/#access,24000000,50,,X1,,,内藤　洋介,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926970,株式会社トップ,静岡県静岡市清水区鳥坂２４５,0543-49-1100,,,http://www.kktop.co.jp/corporate.html#corp03,98000000,95,,X1,,,田上　直樹,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926969,株式会社トッパンパッケージプロダクツ,東京都台東区台東１－５－１,03-3835-6311,,2009,https://www.toppan-products.jp/tpp/corporateinfo/,100000000,1944,,X1,,新星コーポレーション,権田　陽一郎,anna.shirai@konicaminolta.com,東日本営業部,大脇,希望,,,,,,,,,,,,,,,,,,,,,,
12926643,株式会社トッパンコミュニケーションプロダクツ,埼玉県新座市野火止７－２１－３３,048-482-4602,,,https://www.toppan-c.co.jp/company/,100000000,4116,,X2,,,山本　壮二郎,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,57点,56点,,,,,,,,,,,,,,,,,,
12926644,株式会社トッパンコミュニケーションプロダクツ,埼玉県新座市野火止７－２１－３３,048-482-4602,,,https://www.toppan-c.co.jp/company/,100000000,4116,,X2,,,小林　洋介,anna.shirai@konicaminolta.com,西日本営業部,芝川,,,,57点,56点,,,,,,,,,,,,,,,,,,
12926719,株式会社トッパンコミュニケーションプロダクツ,埼玉県新座市野火止７－２１－３３,048-482-4602,,,https://www.toppan-c.co.jp/company/,100000000,4116,,X2,直販,,,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926642,株式会社トッパングラフィックコミュニケーションズ,東京都板橋区志村１－１１－１,03-3968-5046,,2003,http://www.toppan-tgc.co.jp/company/,100000000,1952,,X2,,,加藤　哲平,anna.shirai@konicaminolta.com,西日本営業部,芝川,不要,,,56点,54点,,,,,,,,,,,,,,,,,,
12926968,株式会社トッパンインフォメディア,東京都港区芝浦３－１９－２６トッパン芝浦ビル,03-6367-5550,,1972,https://www.toppan-im.co.jp/corporate/outline/,500000000,590,,X1,,,権田　陽一郎,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
12926718,株式会社デザインフィル,東京都渋谷区恵比寿１－１９－１９恵比寿ビジネスタワー９Ｆ,03-5789-8051,,1950,https://www.designphil.co.jp/corporation/about.html,80000000,202,,X2,,小森コーポレーション,田上　直樹,anna.shirai@konicaminolta.com,東日本営業部,権田,不要,,,,,,,,,,,,,,,,,,,,,,
12926635,株式会社デキューブ,,,,,,,,,X2,,,篭橋　宏憲,anna.shirai@konicaminolta.com,中日本営業部,服部,希望,,,,,,,,,,,,,,,,,,,,,,
12926965,株式会社テンプリント,東京都千代田区富士見１－１２－１Ｑ－ＤＡＮ１９９１ビル,03-3263-5677,,,,92240000,29,,X1,,,野津　太郎,anna.shirai@konicaminolta.com,東日本営業部,権田,希望,,,,,,,,,,,,,,,,,,,,,,
